"","h16_g3","h16_g4","h16_g6","h16_eco9","h16_reg7","p1602_8aq1"
"7978",2,2019,1,NA,7,NA
"7979",1,1961,5,873,7,400
"7980",2,1969,4,NA,7,NA
"7981",2,1994,6,312,7,231
"7982",2,1992,6,237,7,190
"7983",1,1980,7,234,7,345
"7984",1,2017,1,NA,7,NA
"7985",2,1941,3,611,7,NA
"7986",2,1960,3,NA,7,NA
"7987",2,1938,3,NA,7,NA
"7988",1,1935,7,NA,7,NA
"7989",2,1941,5,NA,7,NA
"7990",2,1938,4,NA,7,NA
"7991",2,1953,3,611,7,NA
"7992",1,1936,5,611,7,NA
"7993",2,1939,2,NA,7,NA
"7994",2,1934,2,NA,7,NA
"7995",1,1956,5,991,7,160
"7996",2,1961,5,441,7,190
"7997",1,1958,3,710,7,231
"7998",2,1977,4,930,7,139
"7999",1,2012,3,NA,7,NA
"8000",2,1953,5,611,7,NA
"8001",1,1990,7,320,7,278
"8002",2,1956,3,NA,7,NA
"8003",1,1971,5,510,7,515
"8004",2,1973,7,NA,7,NA
"8005",2,2005,4,NA,7,NA
"8006",1,2008,3,NA,7,NA
"8007",2,2011,3,NA,7,NA
"8008",1,1967,5,854,5,411
"8009",2,1974,6,921,5,NA
"8010",1,2002,5,NA,5,NA
"8011",1,2004,5,NA,5,NA
"8012",2,2006,4,NA,5,NA
"8013",1,1953,4,910,7,269
"8014",2,1958,4,429,7,193
"8015",1,1986,6,NA,7,NA
"8016",1,1988,7,222,1,260
"8017",1,1991,7,239,1,336
"8018",1,1989,5,274,7,227
"8019",2,1997,5,NA,7,NA
"8020",2,2019,1,NA,7,NA
"8021",2,1968,5,441,7,250
"8022",2,1973,5,922,7,85
"8023",2,1994,6,NA,7,NA
"8024",1,1966,7,441,7,NA
"8025",2,1969,5,442,7,NA
"8026",1,1993,7,510,7,317
"8027",2,1998,7,NA,7,NA
"8028",2,1947,3,NA,7,NA
"8029",2,1938,2,NA,7,NA
"8030",1,1996,5,NA,7,NA
"8031",1,1952,7,NA,2,NA
"8032",2,1956,5,421,2,208
"8033",1,1967,6,792,7,360
"8034",2,1971,6,930,7,250
"8035",2,2000,6,930,7,180
"8036",1,2001,7,NA,7,NA
"8037",1,2005,4,NA,7,NA
"8038",1,1959,4,910,7,164
"8039",2,1999,5,930,7,213
"8040",2,1932,2,NA,7,NA
"8041",1,1995,5,812,7,318
"8042",2,1943,2,611,7,NA
"8043",1,1973,5,314,7,100
"8044",1,1942,5,NA,7,NA
"8045",2,1942,3,NA,7,NA
"8046",1,1944,4,611,7,NA
"8047",2,1945,3,611,7,NA
"8048",1,1943,3,611,7,NA
"8049",2,1944,3,611,7,NA
"8050",1,1981,6,782,7,250
"8051",2,1983,7,313,7,208
"8052",1,2010,3,NA,7,NA
"8053",2,2015,1,NA,7,NA
"8054",2,1953,4,NA,7,NA
"8055",1,1957,3,611,7,NA
"8056",2,1964,3,611,7,NA
"8057",2,1949,3,NA,7,NA
"8058",2,1933,2,NA,7,NA
"8059",1,1971,5,431,7,90
"8060",2,1998,7,NA,7,NA
"8061",2,1999,7,930,7,190
"8062",2,2003,5,NA,7,NA
"8063",2,1922,2,NA,7,NA
"8064",1,1949,4,611,7,NA
"8065",2,1950,3,611,7,NA
"8066",2,1934,3,NA,7,NA
"8067",1,1927,5,NA,7,NA
"8068",1,1951,4,873,7,105
"8069",2,1955,4,441,7,NA
"8070",1,1981,7,234,2,631
"8071",2,1942,3,NA,7,NA
"8072",2,1976,5,246,7,238
"8073",2,1949,4,421,7,66
"8074",1,1948,5,NA,7,NA
"8075",1,1966,7,771,7,395
"8076",2,1965,5,421,7,150
"8077",1,1989,6,783,7,266
"8078",1,1962,8,239,7,1752
"8079",2,1962,5,611,7,NA
"8080",2,1999,7,NA,7,NA
"8081",2,1990,7,521,3,NA
"8082",1,1989,7,521,3,NA
"8083",2,2017,1,NA,3,NA
"8084",2,1991,7,NA,3,NA
"8085",1,1993,5,521,3,NA
"8086",1,1957,5,611,7,NA
"8087",2,1961,5,421,7,214
"8088",1,1986,6,721,2,360
"8089",2,1986,6,721,2,218
"8090",2,2019,1,NA,2,NA
"8091",1,1944,3,611,7,NA
"8092",2,1946,3,611,7,NA
"8093",1,1962,6,613,7,NA
"8094",2,1965,6,243,7,259
"8095",1,1997,6,NA,7,NA
"8096",1,1954,4,611,7,NA
"8097",2,1954,4,611,7,NA
"8098",2,1978,7,NA,7,NA
"8099",1,1974,7,159,7,NA
"8100",2,2012,3,NA,7,NA
"8101",2,1980,7,313,7,243
"8102",1,1981,6,873,7,217
"8103",1,2009,3,NA,7,NA
"8104",2,2010,3,NA,7,NA
"8105",2,1941,3,611,7,NA
"8106",1,1942,3,611,7,NA
"8107",2,1949,3,429,7,27
"8108",1,1947,3,611,7,NA
"8109",1,1967,5,873,7,262
"8110",2,1970,5,NA,7,NA
"8111",1,1996,6,NA,7,NA
"8112",2,1997,7,NA,7,NA
"8113",2,2000,7,NA,7,NA
"8114",2,1946,2,611,7,NA
"8115",1,1938,4,NA,7,NA
"8116",1,1970,5,741,7,NA
"8117",2,1972,4,NA,7,NA
"8118",1,1995,5,741,7,182
"8119",1,2001,5,NA,7,NA
"8120",1,1944,3,611,7,NA
"8121",2,1950,3,611,7,NA
"8122",2,1951,3,NA,2,NA
"8123",1,1936,2,611,7,NA
"8124",2,1939,2,611,7,NA
"8125",1,1938,3,611,7,NA
"8126",2,1946,3,611,7,NA
"8127",2,1934,2,NA,7,NA
"8128",1,1956,4,930,7,230
"8129",2,1955,4,521,7,NA
"8130",1,1963,5,235,7,810
"8131",2,1963,5,952,7,252
"8132",2,1951,4,NA,7,NA
"8133",1,1973,5,611,7,NA
"8134",2,1944,3,611,7,NA
"8135",2,1936,3,NA,7,NA
"8136",1,1961,5,874,7,343
"8137",2,1966,5,930,7,195
"8138",1,1972,4,NA,7,NA
"8139",2,1984,4,NA,7,NA
"8140",2,2007,4,NA,7,NA
"8141",2,2009,3,NA,7,NA
"8142",2,1939,2,NA,7,NA
"8143",1,1948,4,611,7,NA
"8144",2,1951,3,NA,7,NA
"8145",2,1979,6,NA,7,NA
"8146",1,1979,7,510,7,425
"8147",2,2010,3,NA,7,NA
"8148",1,2012,3,NA,7,NA
"8149",1,1952,4,NA,7,NA
"8150",2,1962,4,NA,7,NA
"8151",2,1941,3,611,7,NA
"8152",2,1936,2,NA,7,NA
"8153",1,1933,5,NA,7,NA
"8154",2,1936,2,NA,7,NA
"8155",2,1957,4,NA,7,NA
"8156",2,1932,3,NA,7,NA
"8157",1,1951,2,611,7,NA
"8158",2,1958,2,611,7,NA
"8159",2,1937,3,NA,7,NA
"8160",1,1935,3,NA,7,NA
"8161",2,1935,3,611,7,NA
"8162",2,1949,3,941,1,27
"8163",2,1989,5,NA,2,NA
"8164",1,1985,6,921,2,300
"8165",1,2012,3,NA,2,NA
"8166",1,2018,1,NA,2,NA
"8167",1,1959,5,862,7,280
"8168",2,1954,5,941,7,223
"8169",1,1987,7,NA,7,NA
"8170",1,1989,7,411,5,353
"8171",1,1973,6,852,7,443
"8172",2,1999,5,311,7,180
"8173",1,2000,6,NA,7,NA
"8174",2,1975,5,NA,7,NA
"8175",1,1955,5,874,7,NA
"8176",2,1962,5,429,7,132
"8177",1,1990,7,753,2,349
"8178",2,1942,2,429,7,27
"8179",1,1933,3,139,7,52
"8180",2,1938,3,NA,7,NA
"8181",1,1942,5,NA,7,NA
"8182",2,1945,5,941,7,27
"8183",1,1973,7,NA,7,NA
"8184",1,1970,5,710,7,578
"8185",1,1938,2,NA,7,NA
"8186",2,1952,2,NA,7,NA
"8187",1,1976,5,611,7,NA
"8188",2,2002,5,NA,7,NA
"8189",1,2003,5,NA,7,NA
"8190",1,1942,4,611,7,NA
"8191",1,1957,4,873,7,NA
"8192",2,1965,6,421,7,255
"8193",1,1988,7,NA,7,NA
"8194",2,2000,7,NA,7,NA
"8195",2,1930,2,NA,7,NA
"8196",2,1936,2,NA,7,NA
"8197",2,1941,3,941,7,27
"8198",1,1961,5,611,7,NA
"8199",2,1942,2,NA,7,NA
"8200",2,1934,2,NA,7,NA
"8201",1,1939,3,NA,7,NA
"8202",2,1941,3,611,7,NA
"8203",2,1936,2,NA,7,NA
"8204",1,1954,5,941,7,190
"8205",2,1958,5,246,7,196
"8206",1,1940,2,NA,7,NA
"8207",2,1928,2,NA,7,NA
"8208",2,1942,3,941,7,27
"8209",1,1955,4,422,7,NA
"8210",2,1960,5,441,7,NA
"8211",1,1990,6,873,7,NA
"8212",2,1987,6,243,7,255
"8213",1,1987,6,873,7,NA
"8214",2,2015,1,NA,7,NA
"8215",2,2017,1,NA,7,NA
"8216",2,1985,6,243,7,260
"8217",1,1980,6,832,7,280
"8218",1,2017,1,NA,7,NA
"8219",2,2019,1,NA,7,NA
"8220",1,1957,5,611,7,NA
"8221",2,1960,5,NA,7,NA
"8222",1,1989,7,411,2,342
"8223",2,1991,7,313,2,196
"8224",1,1929,3,NA,7,NA
"8225",2,1939,3,710,7,NA
"8226",1,1967,5,710,7,NA
"8227",1,1943,4,611,7,NA
"8228",1,1941,3,521,7,NA
"8229",2,1945,3,NA,7,NA
"8230",1,1945,5,314,7,33
"8231",2,1955,3,421,7,241
"8232",1,1965,5,799,7,480
"8233",2,1992,6,245,7,238
"8234",2,1995,7,313,7,220
"8235",2,1944,3,NA,7,NA
"8236",1,1961,5,751,7,246
"8237",2,1968,4,NA,7,NA
"8238",2,1997,7,311,7,242
"8239",2,1947,6,NA,2,NA
"8240",2,1968,5,NA,7,NA
"8241",1,1935,4,NA,7,NA
"8242",2,1938,3,NA,7,NA
"8243",2,1935,3,NA,7,NA
"8244",1,1940,3,NA,7,NA
"8245",2,1942,3,421,7,50
"8246",1,1942,3,611,7,NA
"8247",2,1947,3,611,7,NA
"8248",1,1946,8,NA,7,NA
"8249",2,1950,4,NA,7,NA
"8250",2,1945,5,NA,7,NA
"8251",1,1972,6,910,7,235
"8252",1,1950,5,611,7,NA
"8253",2,1957,5,421,7,120
"8254",1,1947,3,611,7,NA
"8255",2,1950,3,611,7,NA
"8256",1,1953,3,611,7,NA
"8257",2,1963,3,611,7,NA
"8258",2,1933,3,941,7,27
"8259",1,1931,2,941,7,30
"8260",1,1946,3,NA,7,NA
"8261",2,1952,3,611,7,NA
"8262",1,1946,3,611,7,NA
"8263",2,1936,2,NA,7,NA
"8264",2,1937,2,NA,7,NA
"8265",1,1959,5,852,7,NA
"8266",2,1937,3,NA,7,NA
"8267",1,1974,5,762,7,308
"8268",2,1993,6,NA,7,NA
"8269",1,1960,5,311,7,329
"8270",2,1959,4,NA,7,NA
"8271",2,1982,7,313,7,310
"8272",2,1983,7,314,7,342
"8273",2,1941,2,521,7,NA
"8274",1,1937,3,429,7,27
"8275",1,1944,3,NA,7,NA
"8276",2,1945,3,NA,7,NA
"8277",2,1941,2,NA,7,NA
"8278",2,1970,6,412,7,225
"8279",2,1994,7,243,7,265
"8280",1,1997,6,862,2,195
"8281",2,1936,3,NA,7,NA
"8282",1,1963,5,NA,7,NA
"8283",2,1946,3,NA,7,NA
"8284",2,1938,3,NA,7,NA
"8285",2,1950,3,NA,7,NA
"8286",1,1955,5,611,7,NA
"8287",2,1960,4,611,7,NA
"8288",1,1938,5,611,7,NA
"8289",2,1940,3,611,7,NA
"8290",1,1949,3,NA,7,NA
"8291",1,1940,4,NA,7,NA
"8292",2,1943,3,NA,7,NA
"8293",2,1954,4,441,7,NA
"8294",1,1943,2,NA,7,NA
"8295",2,1947,2,421,7,66
"8296",2,1951,5,NA,7,NA
"8297",1,1952,4,710,7,NA
"8298",2,1959,4,710,7,NA
"8299",2,1988,6,243,7,268
"8300",1,1984,7,245,7,330
"8301",1,1992,7,246,2,400
"8302",2,1990,6,245,7,268
"8303",2,1942,2,NA,7,NA
"8304",2,1963,3,NA,7,NA
"8305",2,1936,2,NA,7,NA
"8306",1,1965,5,873,7,452
"8307",2,1964,5,314,7,27
"8308",2,1999,7,NA,7,NA
"8309",2,2002,5,NA,7,NA
"8310",1,2004,5,NA,7,NA
"8311",2,1932,2,NA,7,NA
"8312",1,1946,4,NA,7,NA
"8313",2,1952,3,NA,7,NA
"8314",2,1953,4,NA,7,NA
"8315",2,1946,3,941,7,27
"8316",1,1966,7,311,7,588
"8317",2,1970,5,311,7,403
"8318",2,1996,7,422,7,NA
"8319",1,1950,4,NA,7,NA
"8320",2,1954,4,NA,7,NA
"8321",1,1981,7,246,7,NA
"8322",2,1980,7,521,7,NA
"8323",2,2008,3,NA,7,NA
"8324",1,2013,3,NA,7,NA
"8325",1,1954,5,NA,7,NA
"8326",2,1960,6,NA,7,NA
"8327",2,1985,7,252,7,458
"8328",1,1955,5,NA,7,NA
"8329",2,1958,5,NA,7,NA
"8330",1,1982,6,782,7,NA
"8331",1,1963,3,753,7,359
"8332",2,1968,4,NA,7,NA
"8333",1,1992,7,NA,7,NA
"8334",2,1996,6,246,7,197
"8335",1,1962,7,311,7,608
"8336",2,1966,5,NA,7,NA
"8337",2,1997,7,223,7,210
"8338",2,1999,7,NA,7,NA
"8339",1,2005,4,NA,7,NA
"8340",2,1937,2,NA,7,NA
"8341",1,1965,6,248,7,NA
"8342",2,1967,6,247,7,192
"8343",2,1997,7,NA,7,NA
"8344",1,1970,5,NA,7,NA
"8345",2,1972,5,422,7,NA
"8346",2,1998,7,NA,7,NA
"8347",2,2002,5,NA,7,NA
"8348",1,1963,5,873,7,NA
"8349",2,1968,5,999,7,88
"8350",1,1997,7,NA,7,NA
"8351",2,1998,7,NA,7,NA
"8352",1,2000,7,NA,7,NA
"8353",1,1969,5,782,7,NA
"8354",2,1971,5,313,7,80
"8355",2,1932,2,NA,7,NA
"8356",1,1957,8,248,7,213
"8357",2,1960,7,NA,7,NA
"8358",2,1949,3,941,7,27
"8359",1,1976,7,311,7,321
"8360",1,1977,7,NA,7,NA
"8361",2,1946,3,941,7,27
"8362",2,1961,3,441,7,238
"8363",2,1986,7,531,7,583
"8364",1,1985,6,222,7,358
"8365",2,2018,1,NA,7,NA
"8366",1,1967,7,941,7,208
"8367",2,1972,5,442,7,NA
"8368",1,1999,5,NA,7,NA
"8369",1,1968,5,921,7,330
"8370",2,1973,5,952,7,177
"8371",2,2000,5,1002,7,185
"8372",1,1999,6,1002,6,210
"8373",2,1961,5,510,7,218
"8374",2,1986,7,312,7,287
"8375",1,1988,6,921,7,415
"8376",1,1966,5,313,7,189
"8377",1,1977,6,285,7,NA
"8378",2,1978,6,285,7,NA
"8379",2,2006,4,NA,7,NA
"8380",1,2008,3,NA,7,NA
"8381",1,2010,3,NA,7,NA
"8382",2,1973,7,246,7,220
"8383",1,1974,5,431,7,NA
"8384",2,2010,3,NA,7,NA
"8385",2,1975,5,285,7,227
"8386",1,2003,5,NA,7,NA
"8387",2,1957,4,NA,7,NA
"8388",1,1987,7,311,7,331
"8389",2,1965,4,941,7,73
"8390",2,1989,6,NA,7,NA
"8391",1,1978,7,841,7,389
"8392",1,2012,3,NA,7,NA
"8393",1,2013,3,NA,7,NA
"8394",1,2013,3,NA,7,NA
"8395",2,1991,6,NA,7,NA
"8396",1,1990,5,152,7,260
"8397",1,1976,6,792,7,NA
"8398",2,1976,5,422,7,NA
"8399",2,2003,5,NA,7,NA
"8400",1,2005,4,NA,7,NA
"8401",1,1961,4,753,7,NA
"8402",2,1967,5,NA,7,NA
"8403",2,1994,5,320,7,277
"8404",2,1995,5,320,7,258
"8405",2,1997,7,320,7,240
"8406",1,1944,4,611,7,NA
"8407",2,1946,3,NA,7,NA
"8408",1,1971,5,NA,7,NA
"8409",2,1977,5,399,7,210
"8410",1,2008,3,NA,7,NA
"8411",2,2009,3,NA,7,NA
"8412",2,1936,3,NA,7,NA
"8413",1,1951,3,611,7,NA
"8414",2,1958,3,611,7,NA
"8415",1,1951,3,611,7,NA
"8416",2,1956,3,611,7,NA
"8417",2,1996,6,245,2,252
"8418",1,1948,3,NA,7,NA
"8419",2,1950,3,941,7,27
"8420",2,1944,2,611,7,NA
"8421",2,1936,2,941,7,27
"8422",1,1974,5,NA,7,NA
"8423",2,1993,5,NA,7,NA
"8424",2,1936,3,NA,7,NA
"8425",1,1957,4,613,7,NA
"8426",2,1936,2,NA,7,NA
"8427",1,1968,5,782,7,NA
"8428",1,1971,5,NA,7,NA
"8429",1,1940,5,NA,7,NA
"8430",2,1943,3,NA,7,NA
"8431",2,1940,3,NA,7,NA
"8432",1,1934,5,NA,7,NA
"8433",2,1931,2,941,7,27
"8434",2,1922,2,NA,7,NA
"8435",2,1956,3,NA,7,NA
"8436",1,1979,7,941,2,200
"8437",2,2003,5,NA,2,NA
"8438",2,1953,3,NA,7,NA
"8439",1,1937,4,NA,7,NA
"8440",1,1958,4,742,7,NA
"8441",2,1958,4,NA,7,NA
"8442",2,1983,6,247,7,110
"8443",1,1984,7,510,7,360
"8444",1,2013,3,NA,7,NA
"8445",2,1985,7,259,7,120
"8446",1,1984,7,320,7,375
"8447",1,2017,1,NA,7,NA
"8448",2,1941,3,NA,7,NA
"8449",2,1945,3,NA,7,NA
"8450",1,1946,3,NA,7,NA
"8451",2,1955,3,NA,7,NA
"8452",1,1936,4,NA,7,NA
"8453",2,1939,2,NA,7,NA
"8454",2,1964,4,941,7,NA
"8455",2,1991,6,243,7,NA
"8456",1,1934,3,NA,7,NA
"8457",2,1940,3,NA,7,NA
"8458",1,1998,7,286,7,200
"8459",2,1970,5,NA,7,NA
"8460",1,1943,5,NA,7,NA
"8461",2,1959,3,NA,7,NA
"8462",2,1942,3,NA,7,NA
"8463",1,1964,7,873,7,NA
"8464",2,1965,5,NA,7,NA
"8465",1,1992,6,710,7,413
"8466",2,1968,5,429,1,185
"8467",1,1994,5,799,1,275
"8468",2,1956,4,432,7,NA
"8469",1,1980,7,411,7,500
"8470",2,1979,5,320,7,660
"8471",1,2008,3,NA,7,NA
"8472",1,2011,3,NA,7,NA
"8473",1,1982,7,312,7,533
"8474",2,1986,7,NA,7,NA
"8475",1,2016,1,NA,7,NA
"8476",1,1969,5,751,7,NA
"8477",2,1972,5,611,7,NA
"8478",2,1997,7,NA,7,NA
"8479",2,1999,7,NA,7,NA
"8480",1,1956,5,521,7,120
"8481",2,1960,4,442,7,NA
"8482",1,1988,7,930,7,316
"8483",2,1985,6,953,7,NA
"8484",1,1983,7,930,7,520
"8485",1,2016,1,NA,7,NA
"8486",1,1969,5,873,7,NA
"8487",2,1970,7,314,7,270
"8488",2,2000,7,521,7,NA
"8489",2,2003,5,NA,7,NA
"8490",1,2008,3,NA,7,NA
"8491",1,1940,3,NA,7,NA
"8492",2,1942,2,NA,7,NA
"8493",2,1949,4,NA,7,NA
"8494",1,1987,7,252,6,464
"8495",2,1988,8,312,6,0
"8496",2,2019,1,NA,6,NA
"8497",2,1937,3,NA,7,NA
"8498",1,1957,3,910,7,NA
"8499",1,1952,6,521,7,NA
"8500",2,1955,5,521,7,NA
"8501",2,1989,7,311,7,0
"8502",2,1961,3,941,7,150
"8503",2,1988,5,246,7,206
"8504",2,1983,5,246,7,240
"8505",2,1925,2,NA,7,NA
"8506",1,1975,7,510,7,1000
"8507",2,1979,7,259,7,NA
"8508",2,2008,3,NA,7,NA
"8509",1,2010,3,NA,7,NA
"8510",1,1935,3,NA,7,NA
"8511",2,1941,3,NA,7,NA
"8512",1,1973,5,NA,7,NA
"8513",2,1977,6,247,7,100
"8514",1,1978,7,761,7,317
"8515",2,2011,3,NA,7,NA
"8516",1,1947,3,NA,7,NA
"8517",2,1953,3,NA,7,NA
"8518",1,1979,5,139,7,NA
"8519",2,1936,5,510,7,35
"8520",2,1959,5,NA,7,NA
"8521",1,1950,3,611,7,NA
"8522",2,1955,4,611,7,NA
"8523",1,1979,5,611,7,NA
"8524",2,1982,6,245,7,180
"8525",2,1977,6,246,7,300
"8526",1,1991,5,314,4,133
"8527",1,1937,2,611,7,NA
"8528",2,1943,2,NA,7,NA
"8529",2,1970,6,NA,7,NA
"8530",2,1942,2,941,7,27
"8531",2,1945,2,611,7,NA
"8532",2,1941,2,NA,7,NA
"8533",1,1965,4,873,7,NA
"8534",2,1958,3,NA,7,NA
"8535",1,1993,5,743,7,190
"8536",2,1928,2,NA,7,NA
"8537",1,1972,5,843,7,417
"8538",2,1974,5,930,7,180
"8539",2,2000,6,NA,7,NA
"8540",1,2002,5,NA,7,NA
"8541",2,1947,3,611,7,NA
"8542",1,1948,5,941,7,27
"8543",2,1956,4,NA,7,NA
"8544",2,1939,2,NA,7,NA
"8545",2,1996,6,259,1,192
"8546",1,1998,5,442,1,233
"8547",1,1963,4,873,1,NA
"8548",2,1942,2,941,7,27
"8549",2,1968,3,NA,7,NA
"8550",1,1936,3,NA,7,NA
"8551",2,1936,2,NA,7,NA
"8552",2,1943,2,NA,7,NA
"8553",2,1927,2,NA,7,NA
"8554",2,1927,2,NA,7,NA
"8555",1,1980,6,874,7,417
"8556",2,1979,6,NA,7,NA
"8557",1,2008,3,NA,7,NA
"8558",2,2018,1,NA,7,NA
"8559",2,1936,2,941,7,27
"8560",1,1938,3,NA,7,NA
"8561",1,1941,3,999,7,NA
"8562",2,1941,3,NA,7,NA
"8563",2,1932,2,NA,2,NA
"8564",2,1973,5,312,2,518
"8565",1,1965,5,922,7,155
"8566",2,1935,3,NA,7,NA
"8567",1,1960,6,111,7,300
"8568",2,1961,5,313,7,NA
"8569",1,1990,7,241,2,812
"8570",2,1936,2,NA,7,NA
"8571",2,1940,2,611,7,NA
"8572",1,1966,5,875,7,160
"8573",2,1971,5,NA,7,NA
"8574",2,1999,7,442,7,90
"8575",2,2000,5,NA,7,NA
"8576",1,1978,6,531,7,NA
"8577",2,1988,5,312,7,325
"8578",1,2014,1,NA,7,NA
"8579",1,1972,7,431,2,NA
"8580",2,1978,7,313,2,250
"8581",2,2003,5,NA,2,NA
"8582",1,2006,4,NA,2,NA
"8583",1,1965,6,761,7,NA
"8584",2,1969,5,521,7,NA
"8585",1,1996,7,NA,7,NA
"8586",1,1997,7,NA,7,NA
"8587",1,1974,5,875,7,80
"8588",2,1973,5,613,7,NA
"8589",2,2006,4,NA,7,NA
"8590",1,1971,5,873,7,NA
"8591",2,1975,7,311,7,255
"8592",1,1972,7,881,7,360
"8593",2,1976,5,442,7,NA
"8594",2,2002,5,NA,7,NA
"8595",1,1969,6,753,7,677
"8596",2,1973,7,246,7,212
"8597",2,2000,7,NA,7,NA
"8598",1,2002,5,NA,7,NA
"8599",2,1937,2,429,7,27
"8600",1,1941,3,NA,7,NA
"8601",2,1954,3,NA,7,NA
"8602",1,2002,5,NA,7,NA
"8603",1,1999,6,286,4,NA
"8604",1,1963,5,930,7,NA
"8605",2,1967,4,930,7,NA
"8606",1,1991,7,NA,7,NA
"8607",2,1993,7,320,7,225
"8608",2,1933,3,941,7,27
"8609",2,1932,3,NA,7,NA
"8610",2,1936,2,NA,7,NA
"8611",1,2001,5,NA,7,NA
"8612",1,1965,5,910,7,NA
"8613",2,1999,5,NA,7,NA
"8614",1,1994,5,910,7,NA
"8615",1,1942,3,611,7,NA
"8616",2,1945,3,611,7,NA
"8617",1,1925,2,NA,7,NA
"8618",2,1939,3,NA,7,NA
"8619",2,1920,2,NA,7,NA
"8620",1,1947,7,611,7,NA
"8621",2,1951,5,722,7,NA
"8622",1,1940,3,999,7,27
"8623",2,1938,2,941,7,27
"8624",2,1935,2,NA,7,NA
"8625",1,1938,3,999,7,27
"8626",2,1945,3,NA,7,NA
"8627",2,1932,3,NA,7,NA
"8628",2,1937,2,NA,7,NA
"8629",2,1931,2,NA,7,NA
"8630",1,1940,4,611,7,NA
"8631",2,1947,3,952,7,27
"8632",1,1972,7,521,7,NA
"8633",2,1932,3,NA,7,NA
"8634",2,1943,2,NA,7,NA
"8635",1,1942,4,611,7,NA
"8636",2,1949,3,611,7,NA
"8637",1,1962,5,611,7,NA
"8638",2,1966,4,611,7,NA
"8639",2,1997,7,NA,7,NA
"8640",1,1963,5,442,7,NA
"8641",2,1967,5,441,7,NA
"8642",1,1993,6,442,7,180
"8643",2,1986,6,442,7,20
"8644",2,1987,6,442,7,212
"8645",1,1987,5,910,7,310
"8646",1,1945,4,999,7,55
"8647",2,1949,4,999,7,40
"8648",1,1952,3,611,7,NA
"8649",2,1954,3,NA,7,NA
"8650",1,1948,3,611,7,NA
"8651",2,1954,3,611,7,NA
"8652",1,1983,7,411,1,545
"8653",2,1986,8,NA,1,NA
"8654",1,2013,3,NA,1,NA
"8655",2,1947,3,NA,7,NA
"8656",2,1946,2,NA,7,NA
"8657",1,1942,3,NA,7,NA
"8658",2,1943,3,NA,7,NA
"8659",2,1937,3,NA,7,NA
"8660",2,1940,3,NA,7,NA
"8661",2,1948,3,611,7,NA
"8662",2,1922,2,NA,4,NA
"8663",1,1944,3,941,4,27
"8664",2,1950,3,941,4,27
"8665",1,1947,3,NA,7,NA
"8666",2,1945,3,NA,7,NA
"8667",2,1945,3,NA,7,NA
"8668",2,1932,5,429,7,27
"8669",1,1974,5,751,7,237
"8670",2,1978,5,441,7,40
"8671",2,2010,3,NA,7,NA
"8672",1,1947,5,NA,7,NA
"8673",1,1950,3,611,7,NA
"8674",2,1951,3,611,7,NA
"8675",2,1977,5,NA,7,NA
"8676",2,1942,3,999,7,27
"8677",2,1960,4,630,7,NA
"8678",1,1986,7,630,7,NA
"8679",2,1942,3,NA,7,NA
"8680",2,1963,3,611,7,NA
"8681",1,1947,2,NA,7,NA
"8682",2,1950,2,611,7,NA
"8683",2,1938,2,NA,7,NA
"8684",1,1961,3,630,7,NA
"8685",2,1942,2,NA,7,NA
"8686",1,1973,5,842,7,583
"8687",2,1974,5,313,7,233
"8688",2,1997,7,NA,7,NA
"8689",2,2000,7,NA,7,NA
"8690",2,2001,5,999,7,110
"8691",1,2005,4,NA,7,NA
"8692",1,1964,6,312,7,625
"8693",2,1971,5,NA,7,NA
"8694",2,1999,6,NA,7,NA
"8695",1,1955,5,854,7,270
"8696",2,1961,5,NA,7,NA
"8697",1,1988,7,NA,7,NA
"8698",1,1963,5,875,7,760
"8699",2,1968,6,NA,7,NA
"8700",2,1996,6,313,7,230
"8701",1,1967,5,743,7,708
"8702",2,1973,5,521,7,NA
"8703",2,1996,7,NA,7,NA
"8704",2,1992,6,NA,3,NA
"8705",1,1992,7,139,3,260
"8706",1,1966,5,792,7,708
"8707",2,1966,5,521,7,160
"8708",2,1994,7,399,7,335
"8709",1,1950,8,NA,2,NA
"8710",2,1952,7,941,2,50
"8711",1,1969,5,922,7,442
"8712",2,1970,4,930,7,NA
"8713",1,1994,7,761,7,200
"8714",2,1995,7,NA,7,NA
"8715",1,1937,4,611,7,NA
"8716",2,1942,2,611,7,NA
"8717",2,1949,3,NA,7,NA
"8718",1,1978,7,312,7,425
"8719",2,1978,7,799,7,175
"8720",1,2009,3,NA,7,NA
"8721",1,2011,3,NA,7,NA
"8722",1,1957,4,611,7,NA
"8723",2,1960,4,611,7,NA
"8724",2,1985,6,244,7,250
"8725",1,1984,7,312,7,350
"8726",1,2015,1,NA,7,NA
"8727",2,1986,6,314,7,0
"8728",1,1991,7,231,7,345
"8729",1,2018,1,NA,7,NA
"8730",1,2020,1,NA,7,NA
"8731",1,1990,6,432,7,200
"8732",1,1956,3,991,7,NA
"8733",2,1958,3,421,7,NA
"8734",1,1983,6,NA,7,NA
"8735",2,1981,7,259,7,NA
"8736",1,1979,7,521,7,40
"8737",1,2008,3,NA,7,NA
"8738",1,2010,3,NA,7,NA
"8739",1,1968,3,611,7,NA
"8740",2,1967,3,710,7,190
"8741",2,1997,7,243,5,280
"8742",1,1950,3,NA,7,NA
"8743",2,1952,3,611,7,NA
"8744",1,1983,6,NA,7,NA
"8745",1,1970,5,875,7,NA
"8746",2,1969,5,710,7,195
